"Product","Class","Forecast Qty","Revenue (£)","Action"
"CHERRY BLOSSOM LUGGAGE TAG","C",14,43.67,"Consider Discontinuation"
"EDWARDIAN PHOTO FRAME","C",14,543.75,"Consider Discontinuation"
"FOLDING UMBRELLA CREAM POLKADOT","C",14,677.5,"Consider Discontinuation"
"HANGING BAUBLE T-LIGHT HOLDER LARGE","C",14,73.75,"Consider Discontinuation"
"HEART GARLAND RUSTIC PADDED","C",14,312.7,"Consider Discontinuation"
"LETTER ""A"" BLING KEY RING","C",14,55.71,"Consider Discontinuation"
"MEASURING TAPE BABUSHKA RED","C",14,639,"Consider Discontinuation"
"METAL SIGN CUPCAKE SINGLE HOOK","C",14,270.85,"Consider Discontinuation"
"NECKLACE+BRACELET SET BLUE HIBISCUS","C",14,51,"Consider Discontinuation"
"RECTANGULAR SHAPED MIRROR","C",14,420.68,"Consider Discontinuation"
"SET OF SKULL WALL STICKERS","C",14,257,"Consider Discontinuation"
"SET/6 FROG PRINCE T-LIGHT CANDLES","C",14,628.47,"Consider Discontinuation"
"SET/6 FRUIT SALAD  PAPER PLATES","C",14,479.25,"Consider Discontinuation"
"SMALL SILVER TRELLIS CANDLEPOT","C",14,649,"Consider Discontinuation"
"SPACE CADET RED","C",14,141.17,"Consider Discontinuation"
"SQUARE FLOOR CUSHION VINTAGE RED","C",14,395.45,"Consider Discontinuation"
"FIRST CLASS PASSPORT COVER","C",13,137.74,"Consider Discontinuation"
"FOLK ART METAL HEART T-LIGHT HOLDER","C",13,52.76,"Consider Discontinuation"
"GREEN FERN POCKET BOOK","C",13,53.55,"Consider Discontinuation"
"KENSINGTON COFFEE SET","C",13,675.75,"Consider Discontinuation"
"LARGE BONNE JAM JAR  T-LIGHT HOLDER","C",13,662.06,"Consider Discontinuation"
"PINK GLASS CANDLEHOLDER","C",13,447.65,"Consider Discontinuation"
"SET OF 3 GOLD FLYING DUCKS","C",13,448.3,"Consider Discontinuation"
"SILVER FISHING GNOME","C",13,332.3,"Consider Discontinuation"
"SKULLS STORAGE BOX LARGE","C",13,188.05,"Consider Discontinuation"
"WHITE TRAVEL ALARM CLOCK","C",13,314.31,"Consider Discontinuation"
"YELLOW SHARK HELICOPTER","C",13,397.5,"Consider Discontinuation"
"ANT SILVER LIME GREEN BOUDICCA RING","C",12,79.65,"Consider Discontinuation"
"BLACK SILOUETTE CANDLE PLATE","C",12,116.45,"Consider Discontinuation"
"CROCHET ROSE PURSE WITH SUEDE BACK","C",12,206.5,"Consider Discontinuation"
"DECORATION  PINK CHICK MAGIC GARDEN","C",12,320.54,"Consider Discontinuation"
"EDWARDIAN HEART PHOTO FRAME","C",12,610.05,"Consider Discontinuation"
"FELT EGG COSY LADYBIRD","C",12,124.83,"Consider Discontinuation"
"GARDEN PATH SKETCHBOOK","C",12,414.58,"Consider Discontinuation"
"GREEN BIRDHOUSE DECORATION","C",12,229.46,"Consider Discontinuation"
"MIRRORED WALL ART TABLE LAMP","C",12,75.73,"Consider Discontinuation"
"NINJA RABBIT BLACK","C",12,148.29,"Consider Discontinuation"
"PINK JEWELLED PHOTO FRAME","C",12,404.62,"Consider Discontinuation"
"SILICON STAR BULB  BLUE","C",12,7.56,"Consider Discontinuation"
"SKULLS  DESIGN  COTTON TOTE BAG","C",12,371.25,"Consider Discontinuation"
"VINTAGE ROSE BEAD BRACELET BLACK","C",12,127.5,"Consider Discontinuation"
"ANT COPPER LIME BOUDICCA BRACELET","C",11,222.75,"Consider Discontinuation"
"ASSTD DESIGN 3D PAPER STICKERS","C",11,386.83,"Consider Discontinuation"
"BATHROOM SCALES FOOTPRINTS IN SAND","C",11,172.05,"Consider Discontinuation"
"BATHROOM SCALES RUBBER DUCKS","C",11,139.35,"Consider Discontinuation"
"COCKLE SHELL DISH","C",11,420.88,"Consider Discontinuation"
"COSY SLIPPER SHOES LARGE GREEN","C",11,386.45,"Consider Discontinuation"
"DOLLY HONEYCOMB GARLAND","C",11,403.2,"Consider Discontinuation"
"DOORSTOP RACING CAR DESIGN","C",11,232.25,"Consider Discontinuation"
"EASTER BUNNY WITH BASKET ON BACK","C",11,68.25,"Consider Discontinuation"
"FELT FARM ANIMAL RABBIT","C",11,543.94,"Consider Discontinuation"
"FOLDING UMBRELLA CHOCOLATE POLKADOT","C",11,430.06,"Consider Discontinuation"
"FOLDING UMBRELLA PINKWHITE POLKADOT","C",11,412.41,"Consider Discontinuation"
"GLASS JAR KINGS CHOICE","C",11,477.79,"Consider Discontinuation"
"GREEN MURANO TWIST BRACELET","C",11,131.75,"Consider Discontinuation"
"MEDIUM PINK BUDDHA HEAD","C",11,135.7,"Consider Discontinuation"
"MIRRORED WALL ART GENTS","C",11,159.51,"Consider Discontinuation"
"NEW BAROQUE JEWELLERY BOX","C",11,367.6,"Consider Discontinuation"
"OPIUM SCENTED VOTIVE CANDLE","C",11,203.28,"Consider Discontinuation"
"PAPER LANTERN 9 POINT HOLLY STAR S","C",11,340.3,"Consider Discontinuation"
"QUEEN OF THE SKIES PASSPORT COVER","C",11,137.88,"Consider Discontinuation"
"ROUND PURPLE CLOCK WITH SUCKER","C",11,69.35,"Consider Discontinuation"
"SET OF PICTURE FRAME  STICKERS","C",11,189.59,"Consider Discontinuation"
"TUMBLER BAROQUE","C",11,156.78,"Consider Discontinuation"
"TURQ+RED BOUDICCA LARGE BRACELET","C",11,284.95,"Consider Discontinuation"
"VINTAGE SHELLS PRINT","C",11,202.4,"Consider Discontinuation"
"ASSORTED COLOUR SUCTION CUP HOOK","C",10,37.24,"Consider Discontinuation"
"BLUE PAISLEY SKETCHBOOK","C",10,408.67,"Consider Discontinuation"
"CHRYSANTHEMUM SKETCHBOOK","C",10,367.34,"Consider Discontinuation"
"DOORSTOP FOOTBALL DESIGN","C",10,404.98,"Consider Discontinuation"
"FRYING PAN BLUE POLKADOT","C",10,366,"Consider Discontinuation"
"GOLD PHOTO FRAME","C",10,272.34,"Consider Discontinuation"
"IVORY STRING CURTAIN WITH POLE","C",10,363.7,"Consider Discontinuation"
"MIRRORED WALL ART LADIES","C",10,128.4,"Consider Discontinuation"
"PAINTED LIGHTBULB STAR+ MOON","C",10,42.54,"Consider Discontinuation"
"PAPERWEIGHT SAVE THE PLANET","C",10,596.91,"Consider Discontinuation"
"PHOTO CLIP LINE","C",10,256.21,"Consider Discontinuation"
"PIN CUSHION BABUSHKA RED","C",10,576.31,"Consider Discontinuation"
"SET OF 4 NAPKIN CHARMS INSTRUMENT","C",10,225.92,"Consider Discontinuation"
"SET/3 RABBITS FLOWER SKIPPPING ROPE","C",10,101.15,"Consider Discontinuation"
"SET/6 EAU DE NIL BIRD T-LIGHTS","C",10,366.23,"Consider Discontinuation"
"SMALL CAMPHOR WOOD FIELD  MUSHROOM","C",10,123.21,"Consider Discontinuation"
"SMALL SQUARE CUT GLASS CANDLESTICK","C",10,396,"Consider Discontinuation"
"2 PICTURE BOOK EGGS EASTER DUCKS","C",9,143.75,"Consider Discontinuation"
"4 BLUE DINNER CANDLES SILVER FLOCK","C",9,216.75,"Consider Discontinuation"
"ANT COPPER TURQ BOUDICCA BRACELET","C",9,222.75,"Consider Discontinuation"
"ASSTD MULTICOLOUR CIRCLES MUG","C",9,547.98,"Consider Discontinuation"
"BLUE MURANO TWIST BRACELET","C",9,85,"Consider Discontinuation"
"BLUE ORGANDY ROUND LAMPSHADE W BEA","C",9,10.2,"Consider Discontinuation"
"CARD WEDDING DAY","C",9,615.24,"Consider Discontinuation"
"CERAMIC LOVE HEART MONEY BANK","C",9,429.85,"Consider Discontinuation"
"CHILDS GARDEN SPADE BLUE","C",9,537,"Consider Discontinuation"
"COLUMBIAN CANDLE RECTANGLE","C",9,285.15,"Consider Discontinuation"
"EAU DE NILE JEWELLED PHOTOFRAME","C",9,522.45,"Consider Discontinuation"
"HEN PARTY CORDON BARRIER TAPE","C",9,200,"Consider Discontinuation"
"MINI JIGSAW GO TO THE FAIR","C",9,151.08,"Consider Discontinuation"
"MINT GREEN ROSE TOWEL","C",9,325.5,"Consider Discontinuation"
"PET MUG, GOLDFISH","C",9,5.59,"Consider Discontinuation"
"RABBIT  DESIGN  COTTON TOTE BAG","C",9,202.5,"Consider Discontinuation"
"RED GLASS TASSLE BAG CHARM","C",9,47.2,"Consider Discontinuation"
"ROUND PINK HEART MIRROR","C",9,163.8,"Consider Discontinuation"
"S/12 MINI RABBIT EASTER","C",9,515.4,"Consider Discontinuation"
"SET OF 4 GREEN CAROUSEL COASTERS","C",9,26.05,"Consider Discontinuation"
"SET OF 4 POLKADOT PLACEMATS","C",9,269.55,"Consider Discontinuation"
"SILVER JEWELLED MIRROR TRINKET TRAY","C",9,440.74,"Consider Discontinuation"
"SPACE CADET BLACK","C",9,49.96,"Consider Discontinuation"
"ST TROPEZ NECKLACE","C",9,69.3,"Consider Discontinuation"
"STRIPES DESIGN TEDDY","C",9,142.8,"Consider Discontinuation"
"ZINC WIRE SWEETHEART LETTER TRAY","C",9,253.24,"Consider Discontinuation"
"2 PICTURE BOOK EGGS EASTER BUNNY","C",8,197.5,"Consider Discontinuation"
"50CM METAL STRING WITH  7 CLIPS","C",8,163.37,"Consider Discontinuation"
"ANTIQUE IVORY WIRE BOWL SMALL","C",8,241.53,"Consider Discontinuation"
"BEADED CRYSTAL HEART PINK ON STICK","C",8,113.09,"Consider Discontinuation"
"BEADED CRYSTAL HEART PINK SMALL","C",8,240.13,"Consider Discontinuation"
"BLACK EAR MUFF HEADPHONES","C",8,192.86,"Consider Discontinuation"
"CLEAR LOVE BIRD T-LIGHT HOLDER","C",8,146.21,"Consider Discontinuation"
"COLUMBIAN CUBE CANDLE","C",8,54.6,"Consider Discontinuation"
"CRYSTAL HOOP EARRING FLORAL LEAF","C",8,35.4,"Consider Discontinuation"
"FOLDING UMBRELLA WHITE/RED POLKADOT","C",8,420.1,"Consider Discontinuation"
"GLASS TWIST BON BON JAR","C",8,512.85,"Consider Discontinuation"
"GOLD EAR MUFF HEADPHONES","C",8,152.13,"Consider Discontinuation"
"GREEN FERN SKETCHBOOK","C",8,382.46,"Consider Discontinuation"
"HEARTS GIFT TAPE","C",8,301.93,"Consider Discontinuation"
"IVORY WIRE SWEETHEART LETTER TRAY","C",8,467.05,"Consider Discontinuation"
"MIRROR MOSAIC CANDLE PLATE","C",8,120.07,"Consider Discontinuation"
"MONEY BOX BISCUITS DESIGN","C",8,270,"Consider Discontinuation"
"PINK DOG BOWL","C",8,613.24,"Consider Discontinuation"
"PINK HYDRANGEA ART FLOWER","C",8,96.6,"Consider Discontinuation"
"ROSE DU SUD WASHBAG","C",8,142.8,"Consider Discontinuation"
"SET OF 4 POLKADOT COASTERS","C",8,122.42,"Consider Discontinuation"
"SET OF 6 T-LIGHTS WEDDING CAKE","C",8,595.65,"Consider Discontinuation"
"SMALL SKULL WINDMILL","C",8,527.53,"Consider Discontinuation"
"SQUARE METAL CANDLEHOLDER BASE","C",8,36.52,"Consider Discontinuation"
"75 GREEN FAIRY CAKE CASES","C",7,14.85,"Consider Discontinuation"
"ASSORTED COLOURED CIRCLE MOBILE","C",7,26.88,"Consider Discontinuation"
"ASSORTED TUTTI FRUTTI LARGE PURSE","C",7,222.6,"Consider Discontinuation"
"CAMPHOR WOOD PORTOBELLO MUSHROOM","C",7,155.61,"Consider Discontinuation"
"CAROUSEL DESIGN WASHBAG","C",7,101.4,"Consider Discontinuation"
"EAU DE NILE JEWELLED T-LIGHT HOLDER","C",7,63.75,"Consider Discontinuation"
"FRENCH LATTICE CUSHION COVER","C",7,337.72,"Consider Discontinuation"
"LOVE GARLAND PAINTED ZINC","C",7,672.65,"Consider Discontinuation"
"MINI JIGSAW BAKE A CAKE","C",7,515.77,"Consider Discontinuation"
"MONEY BOX HOUSEKEEPING DESIGN","C",7,212.88,"Consider Discontinuation"
"MUM'S KITCHEN CLOCK","C",7,471.9,"Consider Discontinuation"
"NINJA RABBIT PINK","C",7,119.95,"Consider Discontinuation"
"PAPER LANTERN 5 POINT SEQUIN STAR","C",7,287.5,"Consider Discontinuation"
"PAPERWEIGHT KINGS CHOICE","C",7,190.8,"Consider Discontinuation"
"PAPERWEIGHT VINTAGE PAISLEY","C",7,130.26,"Consider Discontinuation"
"PINK FAIRY CAKE CUSHION COVER","C",7,436.05,"Consider Discontinuation"
"PINK GAUZE BUTTERFLY LAMPSHADE","C",7,6.3,"Consider Discontinuation"
"PINK JEWELLED PHOTO FRAME","C",7,404.62,"Consider Discontinuation"
"PINK/GREEN FLOWER DESIGN BIG MUG","C",7,17.16,"Consider Discontinuation"
"RETRO PLASTIC DAISY TRAY","C",7,116.59,"Consider Discontinuation"
"SEASIDE FLYING DISC","C",7,472.77,"Consider Discontinuation"
"SMALL PINK MAGIC CHRISTMAS TREE","C",7,252.23,"Consider Discontinuation"
"SQUARECUSHION COVER PINK UNION JACK","C",7,382.14,"Consider Discontinuation"
"TURQUOISE GLASS TASSLE BAG CHARM","C",7,61.95,"Consider Discontinuation"
"VINTAGE ROSE BEAD BRACELET RASPBERR","C",7,144.5,"Consider Discontinuation"
"4 BURGUNDY WINE DINNER CANDLES","C",6,53.75,"Consider Discontinuation"
"ANTIQUE GLASS PLACE SETTING","C",6,152.5,"Consider Discontinuation"
"BEADED CRYSTAL HEART BLUE ON STICK","C",6,78.71,"Consider Discontinuation"
"BLACK MINI TAPE MEASURE","C",6,121.3,"Consider Discontinuation"
"BLUE  DIAMANTE PEN IN GIFT BOX","C",6,271.8,"Consider Discontinuation"
"BLUE DISCO HANDBAG","C",6,60.68,"Consider Discontinuation"
"BLUE POLKADOT KIDS BAG","C",6,456.36,"Consider Discontinuation"
"BLUE TABLE RUN FLOWER","C",6,56.25,"Consider Discontinuation"
"CHILDS GARDEN RAKE PINK","C",6,366.9,"Consider Discontinuation"
"CHRISTMAS TREE T-LIGHT HOLDER","C",6,47.85,"Consider Discontinuation"
"COLUMBIAN CANDLE RECTANGLE","C",6,285.15,"Consider Discontinuation"
"DAISIES  HONEYCOMB GARLAND","C",6,691.35,"Consider Discontinuation"
"EAU DE NILE JEWELLED PHOTOFRAME","C",6,522.45,"Consider Discontinuation"
"FIVE CATS HANGING DECORATION","C",6,503.37,"Consider Discontinuation"
"GLASS BONNE JAM JAR","C",6,475.95,"Consider Discontinuation"
"LAVENDER INCENSE 40 CONES IN TIN","C",6,107.45,"Consider Discontinuation"
"LETTER ""D"" BLING KEY RING","C",6,25.71,"Consider Discontinuation"
"LETTER ""G"" BLING KEY RING","C",6,18.5,"Consider Discontinuation"
"METAL SIGN,CUPCAKE SINGLE HOOK","C",6,584.3,"Consider Discontinuation"
"MONEY BOX FIRST AID DESIGN","C",6,34.32,"Consider Discontinuation"
"NECKLACE+BRACELET SET FRUIT SALAD","C",6,33.15,"Consider Discontinuation"
"PACKING CHARGE","C",6,105,"Consider Discontinuation"
"PINK BOUDICCA LARGE BRACELET","C",6,222.4,"Consider Discontinuation"
"PINK CAT BOWL","C",6,249.42,"Consider Discontinuation"
"PINK HEARTS PAPER GARLAND","C",6,245.2,"Consider Discontinuation"
"PINK VINTAGE VICTORIAN EARRINGS","C",6,29.5,"Consider Discontinuation"
"POCKET MIRROR WOODLAND","C",6,10,"Consider Discontinuation"
"ROSE DU SUD COSMETICS BAG","C",6,191.25,"Consider Discontinuation"
"S/4 BLACK MINI ROSE CANDLE IN BOWL","C",6,129.94,"Consider Discontinuation"
"SMALL TALL CAMPHOR WOOD TOADSTOOL","C",6,175.05,"Consider Discontinuation"
"YELLOW/BLUE RETRO RADIO","C",6,47.2,"Consider Discontinuation"
"BILI NUT AND WOOD NECKLACE","C",5,48,"Consider Discontinuation"
"BLACK LOVE BIRD CANDLE","C",5,191.49,"Consider Discontinuation"
"BROWN KUKUI COCONUT SEED NECKLACE","C",5,74,"Consider Discontinuation"
"BUNNY DECORATION MAGIC GARDEN","C",5,406.39,"Consider Discontinuation"
"CERAMIC STRAWBERRY TRINKET TRAY","C",5,140.25,"Consider Discontinuation"
"CHILDS GARDEN SPADE PINK","C",5,488.7,"Consider Discontinuation"
"CHUNKY SILVER NECKLACE PASTEL FLOWE","C",5,208.95,"Consider Discontinuation"
"CRYSTAL FROG PHONE CHARM","C",5,49.93,"Consider Discontinuation"
"CUPID DESIGN SCENTED CANDLES","C",5,436.4,"Consider Discontinuation"
"CURIO CABINET LINEN AND LACE","C",5,290.1,"Consider Discontinuation"
"CUSHION COVER PINK UNION JACK","C",5,576.64,"Consider Discontinuation"
"ENAMEL BLUE RIM COFFEE CONTAINER","C",5,155.03,"Consider Discontinuation"
"FLYING PIG WATERING CAN","C",5,426.3,"Consider Discontinuation"
"GREEN PEONY CUSHION COVER","C",5,88.35,"Consider Discontinuation"
"GREEN VINTAGE EARRINGS","C",5,41.25,"Consider Discontinuation"
"HANGING BAUBLE T-LIGHT HOLDER SMALL","C",5,566.55,"Consider Discontinuation"
"HANGING METAL RABBIT DECORATION","C",5,565,"Consider Discontinuation"
"HELLO SAILOR BATHROOM SET","C",5,52.5,"Consider Discontinuation"
"LETTER ""J"" BLING KEY RING","C",5,17.23,"Consider Discontinuation"
"LETTER ""K"" BLING KEY RING","C",5,34.75,"Consider Discontinuation"
"MILK PAN BLUE POLKADOT","C",5,302.5,"Consider Discontinuation"
"MINI JIGSAW LEAP FROG","C",5,180.62,"Consider Discontinuation"
"NECKLACE+BRACELET SET BLUE BLOSSOM","C",5,20.4,"Consider Discontinuation"
"ORIENTAL RED CUSHION COVER","C",5,60.45,"Consider Discontinuation"
"PACK/12 BLUE FOLKART CARDS","C",5,64.9,"Consider Discontinuation"
"PAINTED PINK RABBIT","C",5,269.45,"Consider Discontinuation"
"PINK ROSEBUD PEARL BRACELET","C",5,70.35,"Consider Discontinuation"
"QUEEN OF SKIES LUGGAGE TAG","C",5,109.11,"Consider Discontinuation"
"RED PEONY CUSHION COVER","C",5,79.05,"Consider Discontinuation"
"RED PEONY TABLE CLOCK","C",5,47.2,"Consider Discontinuation"
"RETRO PILL BOX , REVOLUTIONARY","C",5,34.72,"Consider Discontinuation"
"SET/4 BADGES CUTE CREATURES","C",5,262.14,"Consider Discontinuation"
"SET/6 BLACK BIRD T-LIGHT CANDLES","C",5,195.9,"Consider Discontinuation"
"SILVER LARIAT 40CM","C",5,113.9,"Consider Discontinuation"
"SMALL APOTHECARY MEASURING JAR","C",5,629.05,"Consider Discontinuation"
"SPACE FROG","C",5,127.25,"Consider Discontinuation"
"SUNFLOWER DECORATIVE PARASOL","C",5,528.45,"Consider Discontinuation"
"TRANSPARENT ACRYLIC TAPE DISPENSER","C",5,27.91,"Consider Discontinuation"
"TROPICAL LUGGAGE TAG","C",5,76.39,"Consider Discontinuation"
"TROPICAL PASSPORT COVER","C",5,206.23,"Consider Discontinuation"
"VINTAGE KITCHEN PRINT VEGETABLES","C",5,165.75,"Consider Discontinuation"
"WOODEN BOX ADVENT CALENDAR","C",5,89.5,"Consider Discontinuation"
"5 STRAND GLASS NECKLACE CRYSTAL","C",4,101.6,"Consider Discontinuation"
"BLACK BAROQUE CARRIAGE CLOCK","C",4,149.67,"Consider Discontinuation"
"BLUE DRAGONFLY HELICOPTER","C",4,373.65,"Consider Discontinuation"
"BLUE JUICY FRUIT PHOTO FRAME","C",4,209.1,"Consider Discontinuation"
"BLUE/YELLOW FLOWER DESIGN BIG MUG","C",4,16.77,"Consider Discontinuation"
"BUTTERFLY CROCHET FOOD COVER","C",4,468.67,"Consider Discontinuation"
"CANDY SPOT BUNNY","C",4,38.35,"Consider Discontinuation"
"CORDIAL GLASS JUG","C",4,247.5,"Consider Discontinuation"
"CRYSTAL DIAMANTE STAR BROOCH","C",4,59.4,"Consider Discontinuation"
"CRYSTAL SEA HORSE PHONE CHARM","C",4,33.66,"Consider Discontinuation"
"FLOOR CUSHION ELEPHANT CARNIVAL","C",4,461.3,"Consider Discontinuation"
"GREEN CHRISTMAS TREE STRING 20LIGHT","C",4,186.15,"Consider Discontinuation"
"LETTER ""C"" BLING KEY RING","C",4,40.04,"Consider Discontinuation"
"LETTER ""E"" BLING KEY RING","C",4,27.25,"Consider Discontinuation"
"LETTER ""M"" BLING KEY RING","C",4,22.23,"Consider Discontinuation"
"LITTLE PINK MONSTER SOFT TOY","C",4,40.8,"Consider Discontinuation"
"LOLITA  DESIGN  COTTON TOTE BAG","C",4,342,"Consider Discontinuation"
"MIRROR MOSAIC HURRICANE LAMP","C",4,584.9,"Consider Discontinuation"
"NECKLACE+BRACELET PINK BUTTERFLY","C",4,71.4,"Consider Discontinuation"
"OYSTER TRINKET BOX","C",4,83.87,"Consider Discontinuation"
"PACK 3 IRON ON DOG PATCHES","C",4,239.96,"Consider Discontinuation"
"PAPERWEIGHT HOME SWEET HOME","C",4,186.06,"Consider Discontinuation"
"PINK CLEAR GLASS CANDLE PLATE","C",4,35,"Consider Discontinuation"
"PINK FAIRY CAKE CUSHION COVER","C",4,436.05,"Consider Discontinuation"
"PINK FLY SWAT","C",4,40.95,"Consider Discontinuation"
"PINK STRING CURTAIN WITH POLE","C",4,62.6,"Consider Discontinuation"
"RETRO PILL BOX KEY CHAIN,THE KING","C",4,43.65,"Consider Discontinuation"
"SET OF 36 MUSHROOM PAPER DOILIES","C",4,230.55,"Consider Discontinuation"
"SILVER M.O.P ORBIT BRACELET","C",4,89.1,"Consider Discontinuation"
"SMALL BLUE PROVENCAL CERAMIC BALL","C",4,100.65,"Consider Discontinuation"
"SPOTTED WHITE NATURAL SEED NECKLACE","C",4,72,"Consider Discontinuation"
"SUNSET COLOUR CHUNKY KNITTED THROW","C",4,406.8,"Consider Discontinuation"
"TABLE LAMP WHITE SHADE WOOD BASE","C",4,388.3,"Consider Discontinuation"
"THE KING GIFT BAG 25x24x12cm","C",4,10.92,"Consider Discontinuation"
"WHITE BAROQUE WALL CLOCK","C",4,349.95,"Consider Discontinuation"
"WHITE CANDYSTUFT ARTIFICIAL FLOWER","C",4,394.16,"Consider Discontinuation"
"WOVEN BUBBLE GUM CUSHION COVER","C",4,69.3,"Consider Discontinuation"
"YELLOW/PINK FLOWER DESIGN BIG MUG","C",4,14.43,"Consider Discontinuation"
"ZINC WIRE KITCHEN ORGANISER","C",4,156.8,"Consider Discontinuation"
"A4 WALL TIDY BLUE OFFICE","C",3,61.86,"Consider Discontinuation"
"ACRYLIC GEOMETRIC LAMP","C",3,221.4,"Consider Discontinuation"
"ARMY CAMO BOOKCOVER TAPE","C",3,7.14,"Consider Discontinuation"
"BEADED CRYSTAL HEART PINK LARGE","C",3,526.38,"Consider Discontinuation"
"BLUE  VOILE LAMPSHADE","C",3,234.5,"Consider Discontinuation"
"BLUE DAISY MOBILE","C",3,138.76,"Consider Discontinuation"
"BLUE GLASS GEMS IN BAG","C",3,291.25,"Consider Discontinuation"
"DAISY FOLKART HEART DECORATION","C",3,120,"Consider Discontinuation"
"DECORATION WHITE CHICK MAGIC GARDEN","C",3,530.49,"Consider Discontinuation"
"DECORATIVE PLANT POT WITH FRIEZE","C",3,544.5,"Consider Discontinuation"
"EAU DE NIL LOVE BIRD CANDLE","C",3,353.72,"Consider Discontinuation"
"FOLK FELT HANGING MULTICOL GARLAND","C",3,90,"Consider Discontinuation"
"FRENCH STYLE EMBOSSED HEART CABINET","C",3,485.9,"Consider Discontinuation"
"GREEN WIRE STANDING CANDLE HOLDER","C",3,127.5,"Consider Discontinuation"
"IVORY SCULPTED RND CANDLE","C",3,37.4,"Consider Discontinuation"
"LARGE APOTHECARY MEASURING JAR","C",3,587.2,"Consider Discontinuation"
"LARGE BLUE PROVENCAL CERAMIC BALL","C",3,92.4,"Consider Discontinuation"
"LILAC DIAMANTE PEN IN GIFT BOX","C",3,138.72,"Consider Discontinuation"
"LITTLE GREEN MONSTER SOFT TOY","C",3,43.35,"Consider Discontinuation"
"MIDNIGHT BLUE VINTAGE EARRINGS","C",3,60,"Consider Discontinuation"
"MIRRORED WALL ART POPPIES","C",3,274.65,"Consider Discontinuation"
"MOROCCAN BEATEN METAL DISH","C",3,139.3,"Consider Discontinuation"
"MOUSEY LONG LEGS SOFT TOY","C",3,73.95,"Consider Discontinuation"
"MR ROBOT SOFT TOY","C",3,626.45,"Consider Discontinuation"
"MULTICOLOUR RABBIT EGG WARMER","C",3,194.15,"Consider Discontinuation"
"NUMBER TILE VINTAGE FONT 3","C",3,110.29,"Consider Discontinuation"
"PAINTED YELLOW WOODEN DAISY","C",3,230.35,"Consider Discontinuation"
"PAIR OF ENAMEL BUTTERFLY HAIRCLIP","C",3,56.95,"Consider Discontinuation"
"PARTY TIME DESIGN FLANNEL","C",3,58.9,"Consider Discontinuation"
"PERIWINKLE T-LIGHT HOLDER","C",3,45,"Consider Discontinuation"
"PINK AND BLACK STRING CURTAIN","C",3,82.1,"Consider Discontinuation"
"PINK FLOWER FABRIC PONY","C",3,266.25,"Consider Discontinuation"
"PINK NEW BAROQUECANDLESTICK CANDLE","C",3,470.75,"Consider Discontinuation"
"PINK OVAL SHAPE TRINKET BOX","C",3,149.25,"Consider Discontinuation"
"PINK SMALL JEWELLED PHOTOFRAME","C",3,19.8,"Consider Discontinuation"
"PINK STOCKING CHRISTMAS DECORATION","C",3,84.36,"Consider Discontinuation"
"PINK/BLUE STRING CURTAIN","C",3,109.2,"Consider Discontinuation"
"RASTA IN BATH W SPLIFF ASHTRAY","C",3,5.95,"Consider Discontinuation"
"RED DRAGONFLY HELICOPTER","C",3,620.1,"Consider Discontinuation"
"RESIN NECKLACE W PASTEL BEADS","C",3,45,"Consider Discontinuation"
"RUBY GLASS CLUSTER BRACELET","C",3,47.6,"Consider Discontinuation"
"SET OF 2 TEA TOWELS PING MICROWAVE","C",3,127.42,"Consider Discontinuation"
"SET/12 FUNKY FELT FLOWER PEG IN BAG","C",3,296.64,"Consider Discontinuation"
"SILVER GLASS T-LIGHT SET","C",3,502.48,"Consider Discontinuation"
"SILVER HOOP EARRINGS WITH FLOWER","C",3,124.95,"Consider Discontinuation"
"SILVER M.O.P ORBIT DROP EARRINGS","C",3,72.25,"Consider Discontinuation"
"SILVER STANDING GNOME","C",3,142.75,"Consider Discontinuation"
"SPOTS ON RED BOOKCOVER TAPE","C",3,6.72,"Consider Discontinuation"
"TEATIME PEN CASE & PENS","C",3,54.4,"Consider Discontinuation"
"VINTAGE KITCHEN PRINT SEAFOOD","C",3,89.25,"Consider Discontinuation"
"WASH BAG VINTAGE ROSE PAISLEY","C",3,645.15,"Consider Discontinuation"
"ZINC HEART LATTICE CHARGER SMALL","C",3,61.95,"Consider Discontinuation"
"ZINC SWEETHEART SOAP DISH","C",3,104.41,"Consider Discontinuation"
"3D SHEET OF CAT STICKERS","C",2,183.6,"Consider Discontinuation"
"5 STRAND GLASS NECKLACE BLACK","C",2,50.8,"Consider Discontinuation"
"6PC WOOD PLATE SET DISPOSABLE","C",2,443.25,"Consider Discontinuation"
"A4 WALL TIDY RED FLOWERS","C",2,7.37,"Consider Discontinuation"
"ABSTRACT CIRCLE JOURNAL","C",2,256.65,"Consider Discontinuation"
"ACRYLIC JEWEL ICICLE, BLUE","C",2,11.78,"Consider Discontinuation"
"ASSORTED CAKES FRIDGE MAGNETS","C",2,35.75,"Consider Discontinuation"
"BATHROOM SCALES, TROPICAL BEACH","C",2,60,"Consider Discontinuation"
"BEACH HUT SHELF W 3 DRAWERS","C",2,376.5,"Consider Discontinuation"
"BIRD DECORATION GREEN POLKADOT","C",2,331.5,"Consider Discontinuation"
"BLACK BAROQUE WALL CLOCK","C",2,333.6,"Consider Discontinuation"
"BLACK CHUNKY BEAD BRACELET W STRAP","C",2,98.45,"Consider Discontinuation"
"BLACK VINT ART DEC CRYSTAL NECKLACE","C",2,68,"Consider Discontinuation"
"BLUE  TILE HOOK","C",2,213.15,"Consider Discontinuation"
